title,subtitle,authors,categories,published_year,average_rating,num_pages,ratings_count
Wind Rider's Oath,,David Weber,Fiction,2005.0,4.02,570.0,2714.0
On Basilisk Station,,David Weber,Fiction,2005.0,4.13,458.0,32510.0
1635: Cannon Law,,Eric Flint;Andrew Dennis,Fiction,2006.0,3.75,420.0,1299.0
The Farthest Shore,Book Three,Ursula K. Le Guin,Fiction,2004.0,4.13,259.0,76746.0
A Hunger Like No Other,,Kresley Cole,Fiction,2006.0,4.2,356.0,54596.0
No Rest for the Wicked,,Kresley Cole,Fiction,2006.0,4.3,356.0,44804.0
Playing Easy to Get,,Kresley Cole;Sherrilyn Kenyon;Jaid Black,Fiction,2006.0,4.14,352.0,12407.0
Sahara,,Clive Cussler,Fiction,2005.0,3.96,576.0,45.0
Deep Six,,Clive Cussler,Fiction,2005.0,3.89,535.0,14167.0
Happy Hour at Casa Dracula,,Marta Acosta,Fiction,2006.0,3.58,314.0,1971.0
Midnight Brunch,,Marta Acosta,Fiction,2007.0,3.8,336.0,912.0
Oath of Swords,,David Weber,Fiction,2006.0,4.01,576.0,5453.0
By Slanderous Tongues,,Mercedes Lackey;Roberta Gellis,Fiction,2007.0,3.89,544.0,691.0
Bedlam's Edge,,Mercedes Lackey;Rosemary Edghill,Fiction,2007.0,3.92,384.0,914.0
Cell,A Novel,Stephen King,Fiction,2006.0,3.65,449.0,163786.0
Angels & Demons,,Dan Brown,Fiction,2006.0,3.88,736.0,2279854.0
Deception Point,,Dan Brown,Fiction,2006.0,3.7,736.0,4864.0
Controversy Creates Cash,,Eric Bischoff;Jeremy Roberts,Biography & Autobiography,2006.0,3.6,389.0,1119.0
Ricochet,,Sandra Brown,Fiction,2007.0,3.97,400.0,14764.0
Sixteen Thirty-two,,Eric Flint,Fiction,2006.0,4.04,597.0,8118.0
Bedlam's Bard,,Mercedes Lackey;Ellen Guon,Fiction,2006.0,3.95,617.0,2989.0
The Guy Not Taken,Stories,Jennifer Weiner,Fiction,2006.0,3.48,292.0,21371.0
Santa Cruise,A Holiday Mystery at Sea,Mary Higgins Clark;Carol Higgins Clark,Fiction,2006.0,3.41,261.0,4631.0
Dragon,,Clive Cussler,Fiction,2006.0,3.92,602.0,11144.0
More Twisted,Collected Stories,Jeffery Deaver,Fiction,2006.0,3.84,433.0,1630.0
Wild Magic,,Tamora Pierce,Juvenile Fiction,2005.0,4.33,362.0,58923.0
Godless,,Pete Hautman,Juvenile Fiction,2005.0,3.6,208.0,4097.0
The Realms of the Gods,,Tamora Pierce,Juvenile Fiction,2006.0,4.32,347.0,45112.0
Amelia's Notebook,,Marissa Moss,Juvenile Fiction,2006.0,4.0,40.0,5200.0
Go Ask Alice,,Anonymous,Young Adult Fiction,2006.0,3.76,213.0,209572.0
Same Sex in the City,(So Your Prince Charming Is Really a Cinderella),Lauren Levin;Lauren Blitzer,Self-Help,2006.0,3.58,250.0,385.0
Ghost Ship,,Mary Higgins Clark,Juvenile Fiction,2007.0,3.73,32.0,347.0
Z for Zachariah,,Robert C. O'Brien,Juvenile Fiction,2007.0,3.65,250.0,1005.0
Crazy Hot,,Melissa de la Cruz,Juvenile Fiction,2007.0,3.94,271.0,2478.0
He's Just Not That Into You (The Newly Expanded Edition),The No-Excuses Truth to Understanding Guys,Greg Behrendt;Liz Tuccillo,Family & Relationships,2006.0,3.66,208.0,51316.0
Kristy's Great Idea,,Ann M. Martin;Raina Telgemeier,Juvenile Fiction,2006.0,4.17,186.0,17654.0
The Birth Of Tragedy,,Friedrich Wilhelm Nietzsche,Philosophy,2004.0,3.98,84.0,32.0
The Curious Incident of the Dog in the Night-time,A Novel,Mark Haddon,Autism,2003.0,3.87,6.0,589.0
The Scarlet Letter,A Kaplan SAT Score-Raising Classic,Nathaniel Hawthorne,Study Aids,2006.0,3.39,553.0,22.0
Harm's Way,,Elizabeth Stewart,Fiction,2005.0,3.36,261.0,13.0
Wicked Sacrifice,,Lora Leigh,Fiction,2006.0,4.22,290.0,2117.0
Ellora's Cavemen,Dreams of the Oasis,Elisa Adams;Sylvia Day;Anna J. Evans;Denise A. Agnew;B. J. McCall,Fiction,2005.0,3.64,272.0,129.0
The Trojan Women,,Euripides;Gilbert Murray,Drama,2006.0,3.87,80.0,4220.0
The Art of Howl's Moving Castle,,Hayao Miyazaki,Performing Arts,2005.0,4.51,256.0,2762.0
Howls Moving Castle Picture Book,,Hayao Miyazaki,Comics & Graphic Novels,2005.0,4.4,184.0,1614.0
Howl's Moving Castle Film Comic,,Hayao Miyazaki,Comics & Graphic Novels,2005.0,4.4,176.0,818.0
"Fullmetal Alchemist, Vol. 5",Hana Yori Dango,Hiromu Arakawa,Comics & Graphic Novels,2006.0,4.56,200.0,12344.0
Fullmetal Alchemist: The Abducted Alchemist (Novel),,Hiromu Arakawa,Juvenile Fiction,2006.0,4.57,240.0,2777.0
Maison Ikkoku,,Rumiko Takahashi,Comics & Graphic Novels,2006.0,4.35,208.0,251.0
Beauty is the Beast,,Tomo Matsumoto,Comics & Graphic Novels,2006.0,3.79,208.0,329.0
Bleach,,Tite Kubo,Comics & Graphic Novels,2006.0,4.36,208.0,7914.0
Battle Angel Alita: Last Order,,Yukito Kishiro,Comics & Graphic Novels,2006.0,4.12,208.0,313.0
Fullmetal Alchemist,,Hiromu Arakawa,Comics & Graphic Novels,2006.0,4.57,192.0,8568.0
Fullmetal Alchemist,,Hiromu Arakawa,Comics & Graphic Novels,2006.0,4.6,200.0,8273.0
Ranma 1/2,,Rumiko Takahashi,Comics & Graphic Novels,2006.0,4.08,182.0,772.0
From Far Away,,Kyoko Hikawa,Comics & Graphic Novels,2007.0,4.5,208.0,965.0
Death Note,,Tsugumi Ohba;Takeshi Obata,Comics & Graphic Novels,2006.0,4.26,201.0,16310.0
Hikaru no Go,,Yumi Hotta,Comics & Graphic Novels,2006.0,4.22,205.0,949.0
JoJo's Bizarre Adventure: Part 3--Stardust Crusaders,,Hirohiko Araki,Comics & Graphic Novels,2006.0,4.42,208.0,310.0
Yakitate!! Japan,,Takashi Hashiguchi,Comics & Graphic Novels,2007.0,3.96,208.0,292.0
Fullmetal Alchemist,,Hiromu Arakawa,Comics & Graphic Novels,2007.0,4.59,192.0,7335.0
Angel's Vision,,Yukito Kishiro,Comics & Graphic Novels,2006.0,4.1,208.0,309.0
The Drifting Classroom,,Kazuo Umezu,Comics & Graphic Novels,2007.0,3.94,192.0,311.0
Bleach,,Tite Kubo,Comics & Graphic Novels,2007.0,4.36,216.0,5777.0
Fullmetal Alchemist,,Hiromu Arakawa,Comics & Graphic Novels,2007.0,4.59,192.0,8313.0
Ghost in the Shell 2: Innocence (Novel - Paperback),After The Long Goodbye,Masaki Yamada,Comics & Graphic Novels,2007.0,3.99,196.0,23.0
Pirates of the Caribbean: The Coming Storm - Jack Sparrow Book #1,Junior Novel,Rob Kidd,Juvenile Fiction,2006.0,3.83,135.0,1364.0
Pirates of the Caribbean: The Siren Song - Jack Sparrow Book #2,Junior Novel,Rob Kidd,Juvenile Fiction,2006.0,3.86,123.0,832.0
Pirates of the Caribbean: Jack Sparrow #3 - the Pirate Chase,Junior Novel,Rob Kidd,Juvenile Fiction,2006.0,3.89,119.0,713.0
Pirates of the Caribbean: The Sword of Cortes - Jack Sparrow #4,,Rob Kidd,Juvenile Fiction,2006.0,3.97,122.0,630.0
"The Percy Jackson and the Olympians, Book Three: Titan's Curse",,Rick Riordan,Juvenile Fiction,2007.0,4.35,312.0,5432.0
Pirates of the Caribbean: Age of Bronze - Jack Sparrow #5,,Rob Kidd,Juvenile Fiction,2006.0,4.05,144.0,532.0
The Sea of Monsters,,Rick Riordan,Juvenile Fiction,2007.0,4.24,280.0,10165.0
Surfer's Code,12 Simple Lessons for Riding Through Life,Shaun Tomson;Patrick J. Moser,Self-Help,2006.0,3.81,192.0,109.0
Kokopelli,"The Magic, Mirth, and Mischief of an Ancient Symbol",Dennis Slifer,Art,2007.0,3.56,240.0,17.0
Metamorphoses,,Ovid,,2006.0,0.0,0.0,0.0
The Trouble with the Pears,An Intimate Portrait of Erzsebet Bathory,Gia Bathory Al Babel,Fiction,2006.0,2.55,272.0,33.0
The Adventures of Sally,,P. G. Wodehouse,Fiction,2007.0,3.78,232.0,10.0
As You Like It,,William Shakespeare,Drama,2011.0,0.0,0.0,0.0
Henry V,,William Shakespeare,Drama,2011.0,0.0,0.0,0.0
Henry IV,,William Shakespeare,Drama,2011.0,0.0,0.0,0.0
Shakespeare's Sonnets,,William Shakespeare,Drama,2011.0,0.0,0.0,0.0
Henry VIII,,William Shakespeare,Drama,2001.0,0.0,0.0,0.0
Living with the Passive-Aggressive Man,Coping with Hidden Aggression--from the Bedroom to,Scott Wetzler,Psychology,2011.0,0.0,0.0,0.0
Metamorphoses,,Publius Naso,,2012.0,0.0,0.0,0.0
No Cherubs for Melanie,An Inspector Bliss Mystery,James Hawkins,Fiction,2002.0,4.0,394.0,8.0
Bite Me!,An Unofficial Guide to the World of Buffy the Vampire Slayer,Nikki Stafford,Performing Arts,2002.0,4.13,450.0,326.0
From Far Away,,Robert N. Munsch;Saoussan Askar;Michael Martchenko,Juvenile Fiction,1995.0,4.02,33.0,203.0
Magic Carpet Ride,The Autobiography of John Kay and Steppenwolf,John Kay;John Einarson,Biography & Autobiography,1994.0,4.1,372.0,10.0
Ecuador Nature Guide,Southwest Forests : Sozoranga Forest Project,Christopher D. Jiggins,Botanique,2000.0,5.0,96.0,1.0
Lord Jim,,Joseph Conrad,Fiction,2000.0,3.62,455.0,21233.0
Alice's Adventures in Wonderland,,Lewis Carroll,Juvenile Fiction,2000.0,4.01,356.0,72.0
The Governess,"The Governess ; or, The Little Female Academy",Sarah Fielding,Fiction,2005.0,2.62,242.0,119.0
The Woman in White,,Wilkie Collins,Fiction,2006.0,3.99,696.0,118.0
The Hound of the Baskervilles,"Another Adventure of Sherlock Holmes, with ""The Adventure of the Speckled Band""",Arthur Conan Doyle,Fiction,2006.0,4.1,300.0,1347.0
Tiger Prince,,Erin St. Claire;Sandra Brown,Fiction,1999.0,3.78,304.0,2235.0
Shadows at Sunset,,Anne Stuart,Fiction,2000.0,3.63,384.0,755.0
The Thrill of Victory,,Sandra Brown,Fiction,2003.0,3.6,240.0,1051.0
Strange Bedpersons,,Jennifer Crusie,Fiction,1994.0,3.5,256.0,7696.0
The Wedding Night,,Jayne Ann Krentz,Fiction,2001.0,3.46,256.0,775.0
Warrior,,Elizabeth Lowell,Fiction,2002.0,3.92,256.0,845.0
What the Lady Wants,,Jennifer Crusie,Fiction,2002.0,3.63,256.0,5626.0
Dancing on Air,,Frances Oliver,Fiction,2004.0,4.12,157.0,8.0
Suki's Kimono,,Chieri Uegaki;Stephane Jorisch,Juvenile Fiction,2003.0,4.18,32.0,601.0
Terry,Terry Fox and His Marathon of Hope,Douglas Coupland,Biography & Autobiography,2005.0,4.34,176.0,254.0
"Louisa May Alcott on Race, Sex, and Slavery",,Louisa May Alcott,Fiction,1997.0,3.94,160.0,18.0
The Blood Wood,,Rob Cruz;Roger Gaudreau;Jennifer Hartshorn;Ian Lemke;Diane Piron-Gelman;Louis J. Prosperi;Sharon Turner Mulvihill,Games & Activities,1997.0,3.69,152.0,32.0
Stir-fry,A Novel,Emma Donoghue,Fiction,1994.0,3.58,240.0,1521.0
The Gonzo Way,,Anita Thompson,Biography & Autobiography,2007.0,3.95,112.0,1017.0
Some Ether,Poems,Nick Flynn,Poetry,2000.0,4.16,85.0,1648.0
Your Inner Physician and You,Craniosacral Therapy and Somatoemotional Release,John E. Upledger,Medical,1997.0,4.09,240.0,234.0
A Saucer of Loneliness,,Theodore Sturgeon,Fiction,2002.0,4.41,400.0,137.0
Healing with Whole Foods,Asian Traditions and Modern Nutrition,Paul Pitchford,Health & Fitness,2002.0,4.4,784.0,2870.0
Empire 2.0,A Modest Proposal for a United States of the West,Régis Debray,Political Science,2004.0,4.75,144.0,4.0
James Dean,The Mutant King : a Biography,David Dalton,Biography & Autobiography,2001.0,4.07,384.0,476.0
Women & Cats,The History of a Love Affair,Michelle Lovric,Pets,2003.0,4.23,66.0,13.0
Nine Coaches Waiting,,Mary Stewart;Sandra Brown,Fiction,2006.0,4.02,342.0,10282.0
The Winthrop Woman,,Anya Seton,Fiction,2006.0,4.08,588.0,4133.0
Angel of the Outback,,Patricia Hickman,Fiction,1995.0,3.27,319.0,48.0
The Hitchhiker's Guide to the Galaxy,The Filming of the Douglas Adams Classic,Robbie Stamp;Paul Simpson,Performing Arts,2005.0,3.9,184.0,147.0
The Sideways Guide to Wine and Life,,Alexander Payne;Jim Taylor,Performing Arts,2005.0,4.43,64.0,7.0
The Namesake,A Portrait of the Film,Jhumpa Lahiri;Mira Nair,Performing Arts,2006.0,4.05,144.0,621.0
George Washington's Rules of Civility and Decent Behaviour,,George Washington,History,1989.0,4.1,30.0,758.0
The Mystery of the Brass Bound Trunk,,Carolyn Keene,Fiction,2001.0,3.89,228.0,4125.0
The Mystery of the Moss-Covered Mansion,,Carolyn Keene,Juvenile Fiction,2003.0,3.88,215.0,4787.0
The Apple that Astonished Paris,Poems,Billy Collins,American poetry,1988.0,4.2,61.0,530.0
Keeping Faith,Memoirs of a President,Jimmy Carter,Biography & Autobiography,1995.0,3.77,640.0,231.0
A Guide for Using a Wrinkle in Time in the Classroom,,John Carratello;Patty Carratello,Education,1991.0,3.94,48.0,17.0
The Picture of Dorian Gray,,Oscar Wilde,Fiction,2005.0,4.07,187.0,329.0
"The Adventures of Baron Munchausen, the Screenplay",,Charles McKeown;Terry Gilliam,Performing Arts,1989.0,3.48,238.0,10.0
The Reduced Shakespeare Company's the Complete Works of William Shakespeare (abridged),,Jess Borgeson;Adam Long;Daniel Singer,Drama,1994.0,4.46,137.0,7970.0
Spring's Awakening,Tragedy of Childhood,Frank Wedekind,Fiction,1995.0,3.81,126.0,3235.0
Paul Kirk's Championship Barbecue Sauces,"175 Make-Your-Own Sauces, Marinades, Dry Rubs, Wet Rubs, Mops and Salsas",Paul Kirk,Cooking,1997.0,3.9,272.0,52.0
Smart Love,The Compassionate Alternative to Discipline That Will Make You a Better Parent and Your Child a Better Person,Martha Heineman Pieper;William Joseph Pieper,Family & Relationships,2001.0,3.86,272.0,98.0
Not Your Mother's Slow Cooker Cookbook,,Beth Hensperger;Julie Kaufmann,Cooking,2004.0,3.78,520.0,5651.0
Betty Friedan and the Making of The Feminine Mystique,"The American Left, the Cold War, and Modern Feminism",Daniel Horowitz,Political Science,2000.0,3.59,384.0,58.0
The Complete ACOA Sourcebook,"Adult Children of Alcoholics at Home, at Work and in Love",Janet G. Woititz,Self-Help,2002.0,4.06,500.0,137.0
Three Daughters of Madame Liang,,Pearl Sydenstricker Buck,Fiction,1969.0,3.88,315.0,1233.0
"East Wind, West Wind",,Pearl Sydenstricker Buck,Fiction,1930.0,4.0,288.0,3102.0
A guided tour of five works by Plato,"with complete translations of Euthyphro, Apology, Crito, Phaedo (death scene), and ""Allegory of the Cave""",Christopher Biffle;Plato,Philosophy,1995.0,4.33,125.0,9.0
A Tempest,"Based on Shakespeare's The Tempest, Adaptation for a Black Theatre",Aimé Césaire;Richard Miller,Drama,2002.0,3.55,69.0,1309.0
Dogeaters,A Play about the Philippines,Jessica Tarahata Hagedorn,Drama,2003.0,3.58,96.0,89.0
The Birth of Heroin and the Demonization of the Dope Fiend,,Th Metzger,Social Science,1998.0,3.88,222.0,17.0
Marine Conservation Biology,The Science of Maintaining the Sea's Biodiversity,Michael E. Soulé;Michael E. Marine Conservation Biology Institute,Nature,2005.0,4.67,496.0,14.0
Flowers for Algernon,,Patrice Cassedy,Juvenile Nonfiction,2000.0,3.0,96.0,1.0
On the Bus,The Complete Guide to the Legendary Trip of Ken Kesey and the Merry Pranksters and the Birth of the Counterculture,Paul Perry;Ken Babbs,Social Science,1996.0,3.86,205.0,193.0
Requiem for a Dream,A Novel,Hubert Selby,Fiction,1999.0,4.11,279.0,45545.0
The Gangs of New York,An Informal History of the Underworld,Anonymous,History,1990.0,3.59,384.0,2742.0
Expelled from Eden,A William T. Vollmann Reader,Perseus,Fiction,2004.0,4.05,512.0,156.0
"Pink Flamingos, and Other Filth",Three Screenplays,John Waters,Performing Arts,2005.0,4.22,258.0,49.0
The Big Empty,"Dialogues on Politics, Sex, God, Boxing, Morality, Myth, Poker and Bad Conscience in America",Norman Mailer;John Buffalo Mailer,Literary Collections,2006.0,3.31,218.0,67.0
Monster Island,A Zombie Novel,David Wellington,Fiction,2006.0,3.6,282.0,9635.0
Into the Void,,Nigel Findley,Fiction,1991.0,3.54,311.0,247.0
The Zen Gardening Kit,,Running Press,Gardening,1992.0,3.21,96.0,30.0
The Not So Big House,A Blueprint for the Way We Really Live,Sarah Susanka;Kira Obolensky,House & Home,1998.0,4.07,208.0,1291.0
"Remembrance of Things Past, Part 2",Within a Budding Grove,Stéphane Heuet;Marcel Proust;Stanislas Brézet,Comics & Graphic Novels,2002.0,4.03,48.0,13.0
Wokini,A Lakota Journey to Happiness and Self-understanding,Billy Mills;Nicholas Sparks,Self-Help,1990.0,3.56,175.0,245.0
Power Vs. Force,The Hidden Determinants of Human Behavior,David R. Hawkins,"Body, Mind & Spirit",2002.0,4.22,341.0,6696.0
"Boomers, Xers, and Other Strangers",Understanding the Generational Differences that Divide Us,Rick Hicks;Kathy Hicks,Social Science,1999.0,3.36,384.0,28.0
The Three Musketeers,,Alexandre Dumas,Comics & Graphic Novels,2010.0,3.56,61.0,9.0
The Other Woman,,Ann O'Leary,Fiction,1999.0,3.64,213.0,73.0
Don't Wait for Your Ship to Come In,Swim Out to Get It!,John Mason,Religion,1994.0,3.22,160.0,9.0
The Heart of a Leader,,Kenneth H. Blanchard,Religion,1999.0,3.96,162.0,492.0
The Quiet Little Woman,Tilly's Christmas ; Rosa's Tale : Three Enchanting Christmas Stories,Louisa May Alcott,Fiction,1999.0,3.66,122.0,1064.0
The Boomer Bible,,R. F. Laird;Robert F. Laird,Humor,1991.0,4.25,880.0,202.0
Barnyard Dance!,,Sandra Boynton,Juvenile Fiction,1993.0,4.25,24.0,20885.0
Read my lips,sexual subversion and the end of gender,Riki Anne Wilchins,Biography & Autobiography,1997.0,3.95,288.0,249.0
Batman Gothic,,Grant Morrison;Klaus Janson,Comics & Graphic Novels,1992.0,3.79,128.0,4168.0
Season of Mists,,Neil Gaiman;Kelley Jones,Comics & Graphic Novels,1992.0,4.54,217.0,49151.0
The Books of Magic,,Neil Gaiman,Comics & Graphic Novels,1993.0,4.08,200.0,13358.0
Mystery Play,,Grant Morrison;Jon J. Muth,Comics & Graphic Novels,1995.0,3.44,80.0,664.0
"John Constantine, Hellblazer",Fear and Loathing,Garth Ennis;Steve Dillon,Comics & Graphic Novels,1997.0,4.17,160.0,3375.0
Dream Country,,Neil Gaiman;Kelley Jones;Charles Vess,Comics & Graphic Novels,1995.0,4.24,111.0,80439.0
Preludes and Nocturnes,,Neil Gaiman;Sam Kieth;Mike Dringenberg;Todd Klein;Danny Vozzo,Comics & Graphic Novels,1991.0,4.25,233.0,158629.0
The Tragical Comedy Or Comical Tragedy of Mr. Punch,A Romance,Neil Gaiman,Comics & Graphic Novels,1995.0,3.77,96.0,6265.0
The Wake,,Neil Gaiman,"Comic books, strips, etc",1991.0,4.52,191.0,35864.0
Kingdom Come,,Mark Waid;Alex Ross;Todd Klein,Comics & Graphic Novels,1997.0,4.25,231.0,45332.0
Death,The Time of Your Life,Neil Gaiman;Chris Bachalo;Mark Buckingham;Mike Dringenberg,Comics & Graphic Novels,1997.0,4.22,95.0,12206.0
JLA,New World Order,Grant Morrison,Juvenile Fiction,1997.0,3.97,93.0,3601.0
Michael Moorcock's Multiverse,,Michael Moorcock;Walter Simonson;Mark Reeve;John Ridgway,Comics & Graphic Novels,1999.0,3.95,288.0,166.0
Son of Superman,,Howard V. Chaykin;David Tischman,Comics & Graphic Novels,1999.0,3.36,95.0,11.0
The Invisibles,Kissing Mister Quimper,Grant Morrison;Chris Weston;Ivan Reis;Ray Kryssing,Comics & Graphic Novels,2000.0,4.24,224.0,3811.0
The Flash,Dead Heat,Mark Waid;Humberto Ramos,Juvenile Fiction,2000.0,3.93,144.0,214.0
"The Invisibles, Apocalipstick",,Grant Morrison;Jill Thompson,Fiction,2001.0,4.22,208.0,5791.0
The Authority,Under New Management,Warren Ellis;Bryan Hitch;Mark Millar;Frank Quitely,Science,2000.0,4.16,200.0,4100.0
Transmetropolitan: Spider's thrash,,Warren Ellis,Antiheroes,2004.0,4.32,144.0,12298.0
The Cure,,Warren Ellis,"Comic books, strips, etc",2003.0,4.43,144.0,10076.0
Exploring the Northern Tradition,"A Guide to the Gods, Lore, Rites, and Celebrations from the Norse, German, and Anglo-Saxon Traditions",Galina Krasskova,Religion,2005.0,3.83,224.0,434.0
"Laguna, I Love You","The Best of ""Our Town""",John Weld,History,1996.0,0.0,285.0,0.0
Happy Endings,Finishing the Edges of Your Quilt,Mimi Dietrich,Crafts & Hobbies,2003.0,4.22,80.0,23.0
Letters,A Novel,John Barth,Fiction,1994.0,3.82,772.0,202.0
Point Counter Point,,Aldous Huxley,Fiction,2001.0,3.85,432.0,9227.0
The Last Days,,Raymond Queneau;Barbara Wright;Vivian Kogan,Fiction,1996.0,3.8,250.0,184.0
Heartsnatcher,,Boris Vian,Fiction,2003.0,3.98,245.0,2368.0
The Review of Comtemporary Fiction - Future of Fiction,,John O'Brien;David Foster Wallace,Literary Criticism,1996.0,3.82,200.0,11.0
The Eternal Champion,,Michael Moorcock;Tom Canty,Fiction,1996.0,3.94,484.0,2457.0
Tales of Magick,Dark Adventure,Phil Brucato;Aaron Rosenberg,Fiction,1998.0,3.5,96.0,38.0
Changeling Storytellers Guide,,Mark Hunter;Nancy Schultz-Yetter;Steve Kenson;Ian Lemke;Nicky Rea,Games,1998.0,3.37,139.0,27.0
Stormie,A Story of Forgiveness and Healing,Stormie Omartian,Biography & Autobiography,1997.0,4.39,192.0,423.0
The Sharpshooter Blues,,Lewis Nordan,Fiction,1997.0,4.15,398.0,371.0
Enslaved by Ducks,,Bob Tarte,Biography & Autobiography,2004.0,3.44,308.0,2214.0
Hemingway and Bailey's Bartending Guide to Great American Writers,,Mark Bailey,Cooking,2006.0,3.89,100.0,128.0
Water for Elephants,A Novel,Sara Gruen,Fiction,2007.0,4.08,335.0,1198632.0
On Genesis,Two Books on Genesis: Against the Manichees and On the Literal Interpretation of Genesis: An Unfinished Book,Saint Augustine (of Hippo),Religion,2004.0,3.94,540.0,26.0
On Christian Belief,,Saint Augustine,Religion,2005.0,4.09,372.0,11.0
The Truth about Columbus,A Subversively True Poster Book for a Dubiously Celebratory Occasion,James W. Loewen,Education,1992.0,4.01,48.0,221.0
Japan at War,An Oral History,Haruko Taya Cook;Theodore F. Cook,History,1992.0,4.32,493.0,677.0
Lies My Teacher Told Me,Everything Your American History Textbook Got Wrong,James W. Loewen,Education,1995.0,3.96,384.0,398.0
The War,A Memoir,Marguerite Duras,Biography & Autobiography,1994.0,3.85,192.0,918.0
On Language,Chomsky's Classic Works Language and Responsibility and Reflections on Language in One Volume,Noam Chomsky;Mitsou Ronat,Language Arts & Disciplines,1998.0,3.91,481.0,635.0
Industry and Empire,From 1750 to the Present Day,Eric J. Hobsbawm;Chris Wrigley,Business & Economics,1999.0,3.9,411.0,246.0
On the Edge of the New Century,,Eric J. Hobsbawm;Antonio Polito,History,2001.0,3.72,192.0,80.0
Dr. Seuss Goes to War,The World War II Editorial Cartoons of Theodor Seuss Geisel,Richard H. Minear;Dr. Seuss,History,2001.0,4.18,272.0,1225.0
A People's History of the United States,,Howard Zinn;Kathy Emery;Ellen Reeves,History,2003.0,4.08,619.0,38.0
The Assassination of Julius Caesar,A People's History of Ancient Rome,Michael Parenti,History,2004.0,4.14,276.0,628.0
Interesting Times,A Twentieth-century Life,Eric J. Hobsbawm,Biography & Autobiography,2005.0,4.06,448.0,359.0
After Many a Summer Dies the Swan,,Aldous Huxley,Fiction,1993.0,3.75,368.0,1975.0
Wittgenstein's Vienna,,Allan Janik;Stephen Toulmin,History,1996.0,4.05,315.0,264.0
Complete Essays,,Aldous Huxley,English essays,2001.0,4.33,416.0,6.0
Foghorn Outdoors Pacific Northwest Hiking,"The Complete Guide to More Than 1,000 of the Best Hikes in Washington and Oregon",Scott Leonard;Megan McMorris,Sports & Recreation,2005.0,4.29,912.0,12.0
Road Trip USA,Cross-country Adventures on America's Two-lane Highways,Jamie Jensen,Travel,2006.0,3.96,964.0,433.0
From Nomads to Pilgrims,Stories from Practicing Congregations,Diana Butler Bass;Joseph Stewart-Sicking,Religion,2005.0,4.0,179.0,13.0
The Life You Were Born to Live,,Dan Millman,Self-Help,2000.0,4.1,464.0,17.0
Zora neale Hurston,Critical Perspectives Past And Present,Henry L. Gates,Literary Criticism,2000.0,4.2,238.0,24.0
Things,A Story of the Sixties,Georges Perec;David Bellos,Comics & Graphic Novels,1990.0,3.98,221.0,1023.0
"W, Or, The Memory of Childhood",,Georges Perec,Fiction,2003.0,3.88,176.0,1395.0
The Woman in Black,A Ghost Story,Susan Hill,Juvenile Fiction,2002.0,3.7,138.0,29228.0
Selected Poems of Herman Melville,,Herman Melville,Poetry,2004.0,3.82,512.0,11.0
A Void,,Georges Perec,Fiction,2005.0,3.8,284.0,1676.0
How Tom Beat Captain Najork and His Hired Sportsmen,,Russell Hoban;Quentin Blake,Juvenile Fiction,2006.0,4.27,32.0,296.0
A Near Thing for Captain Najork,,Russell Hoban,Inventions,2006.0,4.2,32.0,73.0
Angels,Celestial Spirits in Art & Legend,Jacqueline Carey,Religion,1997.0,4.0,128.0,41.0
The Last Shogun,The Life of Tokugawa Yoshinobu,Ryotaro Shiba,Fiction,2004.0,3.74,256.0,287.0
Johnny Reb and Billy Yank,,Alexander Hunter,United States,1904.0,4.11,635.0,13.0
The Tough Guide to Fantasyland,,Diana Wynne Jones,"Fantasy fiction, English",1996.0,3.94,302.0,31.0
The Azathoth Cycle,Tales of the Blind Idiot God,Edward Derby;Peter Cannon;Lin Carter;Ramsey Campbell;Henry Kuttner;Stephen Rainey;Thomas Ligotti;Gary Myers;Richard Tierney,Fiction,1995.0,3.75,260.0,122.0
Song of Cthulhu,Tales of the Spheres Beyond Sound,Stephen Mark Rainey,Fiction,2001.0,3.67,211.0,45.0
Miskatonic University,A Handbook to the Pride of Arkham,Sam Johnson,Games,2005.0,4.15,242.0,36.0
The Keeper's Companion,"Blasphemous Knowledge, Forbidden Secrets, and Handy Information; A Cor Book for Keeper",Keith Herber,Games,2000.0,3.97,208.0,63.0
Call of Cthulhu RPG,Horror Roleplaying,Sandy Petersen;Lynn Willis,Games,2000.0,4.45,288.0,30.0
Shadows of Yog-Sothoth,A Global Campaign to Save Mankind,Sandy Petersen,Games,2004.0,3.9,180.0,62.0
Spawn of Azathoth,Herald of the End of Time,Keith Herber,,2005.0,3.81,197.0,19.0
Secrets of New York,A Mythos Guide to the City That Never Sleeps,Jerry Jones;William Jones,Games,2005.0,3.62,180.0,26.0
"The Keeper's Companion, Vol. 2","Prohibition, Firearms, Tomes and Creatures",Lynn Willis;Adam Gauntlett,Games,2002.0,3.73,170.0,40.0
Secrets of San Francisco,A 1920s Sourcebook for the City by the Bay,Cody Goodfellow,Games,2006.0,4.0,189.0,16.0
"Yours in Food, John Baldessari",,John Baldessari;Paul Auster,Art,2004.0,4.0,144.0,19.0
"Notebooks, 1935-1951",,Albert Camus;Philip Malcolm Waller Thody;Justin O'Brien,Biography & Autobiography,1998.0,4.28,496.0,536.0
The Great Good Place,"Cafes, Coffee Shops, Bookstores, Bars, Hair Salons, and Other Hangouts at the Heart of a Community",Ray Oldenburg,Social Science,1999.0,3.84,384.0,583.0
